gene_ID,gene_length
6612,444
6613,288
6614,5130
6615,795
6616,621
6617,1107
6618,1005
6619,1236
6620,405
6621,4410
6622,423
6623,384
6624,1482
6625,1314
6626,849
6627,768
6628,723
6629,678
6631,543
6632,360
6633,357
6634,381
6635,279
6636,384
6637,291
6638,735
6640,1518
6641,1617
6642,1674
6643,1560
6645,1623
6646,1653
6647,465
6648,669
6649,723
6650,3261
6651,7281
6652,1074
6653,6645
6654,4002
6655,3999
6656,1176
6657,954
6658,1341
6659,1425
6660,2292
6662,1530
6663,1401
6664,1326
6665,702
6666,948
6667,2358
6668,1842
6670,2346
6671,2355
6672,2658
6674,2781
6675,1569
6676,1314
6677,1536
6678,912
6683,1851
6687,2388
6688,816
6689,1192
6690,240
6691,405
6692,1590
6693,1203
6694,636
6695,1320
6696,945
6697,786
6698,270
6699,270
6700,219
6701,219
6703,219
6704,219
6705,219
6706,222
6707,510
6708,7260
6709,7434
6710,6987
6711,7095
6712,7173
6713,1725
6714,1629
6715,780
6717,597
6718,981
6720,3534
6721,3426
6722,1527
6723,909
6725,1467
6726,261
6727,411
6728,435
6729,1515
6730,1884
6731,2016
6732,2016
6733,2100
6734,1917
6736,615
6737,1428
6738,1617
6741,1227
6742,447
6744,3780
6745,897
6746,552
6747,597
6748,522
6749,2130
6750,351
6751,1176
6752,1110
6753,1257
6754,1167
6755,1095
6756,567
6757,672
6758,690
6759,567
6760,1257
6764,3414
6767,1110
6768,2568
6769,1209
6770,858
6772,2253
6773,2556
6774,2313
6775,2247
6776,2385
6777,2364
6778,2544
6779,189
6780,1734
6781,744
6782,1416
6783,885
6785,945
6786,2058
6787,2526
6788,1560
6789,1464
6790,1212
6792,3093
6793,2907
6794,1302
6795,930
6799,888
6801,2343
6804,867
6809,870
6810,894
6811,1068
6812,1812
6813,1815
6814,1779
6815,672
6817,888
6819,933
6820,1098
6821,1638
6822,858
6827,354
6829,3264
6830,5181
6832,2361
6833,4749
6834,903
6835,771
6836,810
6837,603
6838,1086
6839,1272
6840,6645
6843,357
6844,357
6845,783
6846,345
6847,2931
6850,1908
6853,2118
6855,942
6856,780
6857,1269
6860,1278
6861,1161
6862,1308
6863,390
6865,1197
6866,408
6867,2454
6868,2475
6869,1224
6870,1398
6871,1332
6872,5721
6873,3600
6874,3258
6875,2604
6876,606
6877,2403
6878,2205
6879,1050
6880,795
6881,657
6882,636
6883,486
6884,375
6885,1821
6886,1002
6887,327
6888,1014
6890,2427
6891,2307
6892,1515
6894,4866
6895,1101
6897,2271
6898,1365
6899,1488
6900,3123
6901,879
6902,390
6903,1041
6904,3693
6905,1737
6906,1248
6907,1734
6908,1020
6909,2139
6910,1557
6911,1311
6913,1809
6915,1224
6916,1743
6917,906
6919,900
6920,1047
6921,339
6923,486
6924,2397
6925,2322
6926,2232
6927,1989
6928,1674
6929,1977
6932,1446
6934,1860
6935,3378
6938,2121
6939,600
6940,1818
6941,1038
6942,5883
6943,540
6944,1128
6945,897
6947,1302
6948,1284
6949,4578
6950,1671
6953,981
6954,1551
6960,336
6975,990
6988,312
6990,459
6991,597
6992,381
6993,342
6996,1233
6999,1221
7001,597
7003,1281
7004,1305
7005,1308
7006,1896
7007,6468
7008,912
7009,888
7010,3375
7011,7884
7013,1320
7014,1503
7015,3399
7016,1881
7018,2097
7019,741
7020,1320
7021,1410
7022,1353
7023,1017
7024,1509
7025,1272
7026,1245
7027,1233
7029,1341
7030,1728
7031,255
7032,390
7033,393
7035,915
7036,2406
7037,2283
7038,8307
7039,501
7040,1173
7041,1386
7042,1329
7043,1239
7044,1101
7045,2052
7046,1524
7047,2055
7048,1779
7049,2556
7050,1206
7051,2454
7052,2064
7053,2082
7054,1587
7056,1728
7057,3513
7058,3519
7059,2871
7060,2886
7062,5832
7064,2070
7066,1062
7067,1473
7068,1431
7069,441
7070,497
7071,1443
7072,1161
7073,1179
7074,4776
7075,3417
7076,786
7077,663
7078,636
7079,675
7080,1206
7082,5307
7083,804
7084,924
7086,1896
7087,2775
7088,2313
7089,2235
7090,2349
7091,2418
7092,3111
7093,3048
7094,7626
7095,1200
7096,2361
7097,2355
7098,2715
7099,2520
7100,2577
7101,1269
7102,828
7103,714
7104,609
7105,738
7106,774
7107,1200
7108,1257
7109,3780
7110,3291
7111,1080
7112,2085
7113,1590
7114,135
7122,912
7123,609
7124,702
7125,483
7126,951
7127,1965
7128,2373
7130,834
7132,1368
7133,1386
7134,486
7135,564
7136,549
7137,633
7138,837
7139,894
7140,810
7141,168
7142,417
7143,4077
7145,5208
7148,12735
7150,2298
7153,4596
7155,4881
7156,3006
7157,1182
7158,5934
7159,3405
7161,1911
7162,1263
7163,837
7164,630
7165,690
7166,1401
7167,861
7168,981
7169,969
7170,858
7171,855
7172,738
7173,2802
7174,3789
7175,7092
7177,879
7178,567
7179,1656
7180,732
7181,1812
7182,1848
7184,2412
7185,1251
7186,1662
7187,1707
7188,1674
7189,1569
7200,729
7201,1197
7203,1638
7204,9294
7205,1431
7216,4296
7220,2382
7222,2766
7223,2949
7224,2922
7225,2796
7226,4662
7227,3885
7247,687
7248,3495
7249,5424
7251,1173
7252,417
7253,2295
7257,873
7258,927
7259,1314
7260,1245
7262,459
7263,894
7264,966
7265,879
7266,1485
7267,6078
7268,1197
7270,2718
7272,2574
7273,107976
7274,837
7275,1686
7276,444
7277,1347
7278,1353
7280,1338
7283,1356
7284,1368
7286,1230
7287,1629
7288,1563
7289,1506
7290,3054
7291,609
7292,552
7293,834
7294,1584
7295,318
7296,1950
7297,3564
7298,942
7299,1590
7301,2673
7305,435
7306,1614
7307,723
7310,1440
7311,417
7314,690
7316,2058
7317,3177
7318,3039
7319,459
7320,459
7321,444
7322,444
7323,450
7324,582
7325,606
7326,513
7327,498
7328,552
7329,555
7332,639
7334,459
7335,513
7336,463
7337,2628
7341,441
7342,1623
7343,2295
7345,726
7347,693
7348,783
7349,375
7350,924
7351,930
7352,939
7353,924
7355,1266
7356,276
7357,1185
7358,1485
7360,1554
7363,1587
7364,1590
7365,1587
7366,1593
7367,1593
7368,1626
7369,2070
7371,786
7372,1443
7373,5391
7374,942
7375,2892
7376,1383
7378,933
7379,555
7380,864
7381,486
7384,1443
7385,1362
7386,825
7388,276
7389,1104
7390,798
7391,933
7392,1050
7398,2358
7399,15681
7401,738
7402,10302
7403,4227
7404,4179
7405,2100
7407,3795
7408,1143
7409,2538
7410,2637
7411,594
7412,2220
7414,3405
7415,2421
7416,852
7417,930
7419,855
7421,1434
7422,1239
7423,624
7424,1263
7425,1848
7428,642
7429,2484
7430,1761
7431,1401
7432,513
7433,1374
7434,1740
7436,2622
7439,1815
7441,438
7442,2553
7443,1191
7444,1527
7447,576
7448,651
7450,8442
7453,1416
7454,1509
7456,1533
7458,747
7461,3141
7462,732
7464,1578
7465,1941
7466,2673
7468,4098
7471,1113
7472,1083
7473,1068
7474,1143
7475,1098
7476,1050
7477,1062
7478,1110
7479,1056
7480,1170
7481,1065
7482,1176
7483,1098
7484,1074
7485,525
7486,4299
7490,1554
7494,1131
7498,4002
7499,588
7504,1335
7507,822
7508,2823
7511,2001
7512,2025
7514,3216
7515,1902
7516,843
7517,1041
7518,1011
7520,2199
7525,1647
7528,1245
7529,741
7531,768
7532,744
7533,741
7534,739
7535,1860
7536,2022
7538,1030
7539,1938
7542,933
7543,2535
7544,2406
7545,1344
7546,1599
7547,1404
7549,1320
7551,1341
7552,2424
7553,2094
7554,1728
7555,540
7556,1722
7559,2094
7561,1929
7562,1692
7564,2049
7565,1995
7566,1650
7567,1377
7568,1599
7569,1920
7570,675
7571,1932
7572,1107
7574,1602
7576,2157
7579,3132
7580,822
7581,2454
7582,2337
7584,1584
7586,1692
7587,1686
7589,1422
7592,2370
7593,2205
7594,2430
7596,2049
7597,1308
7620,1701
7621,1341
7625,1935
7626,1533
7627,891
7629,1713
7633,1497
7634,822
7637,2217
7638,1854
7639,1788
7643,1806
7644,3576
7652,3114
7673,1476
7675,1173
7678,1056
7681,1524
7690,1872
7691,2121
7692,1974
7693,1284
7694,2049
7695,1623
7697,960
7699,1374
7700,1425
7701,5064
7702,1917
7703,1035
7704,2022
7705,879
7706,1893
7707,2385
7709,2433
7710,1314
7711,1650
7712,1521
7716,1566
7718,1458
7726,1620
7727,1224
7728,2136
7730,1446
7732,1896
7733,2079
7737,1032
7738,2256
7739,2166
7743,1881
7748,1890
7750,4134
7752,1188
7753,1947
7755,1665
7756,1494
7757,3843
7760,1380
7761,1821
7762,1554
7763,642
7764,3147
7766,1449
7768,2121
7769,2412
7770,2400
7772,2478
7773,1425
7775,1335
7776,5544
7779,1524
7780,1119
7781,1167
7782,1290
7783,2238
7784,1275
7786,2679
7789,2400
7791,1719
7795,903
7798,3231
7799,5157
7802,843
7803,522
7804,2892
7805,789
7809,963
7812,2535
7813,2466
7818,1197
7827,1152
7832,477
7837,4440
7840,12504
7841,2514
7844,2058
7846,1356
7849,1353
7850,1197
7851,462
7852,1071
7855,1758
7857,1854
7862,3663
7866,1827
7867,1149
7871,2487
7873,549
7874,3309
7879,624
7881,1260
7884,834
7903,1080
7905,570
7913,1128
7915,1647
7916,6474
7917,3489
7918,1071
7919,1332
7920,1806
7922,1410
7923,786
7932,939
7940,315
7941,1326
7942,1689
7957,996
7965,963
7975,471
7976,2001
7978,1200
7979,270
7980,708
7982,1758
7984,4794
7988,1488
7991,1047
8000,345
8001,1395
8013,1914
8019,2181
8021,6276
8022,1209
8027,1623
8028,3207
8029,10872
8030,1425
8031,1953
8034,999
8036,1749
8038,2730
8045,1122
8048,585
8050,1506
8061,816
8065,2343
8073,504
8074,756
8076,522
8078,2577
8079,747
8082,732
8086,1641
8087,1866
8089,684
8091,444
8092,981
8099,348
8100,2502
8106,921
8110,1239
8111,1128
8115,345
8120,3306
8125,750
8128,1128
8131,1707
8139,1794
8140,1524
8148,1779
8153,687
8161,1731
8165,2712
8170,2763
8174,1149
8175,1395
8178,1866
8187,1377
8189,3825
8192,834
8193,1245
8195,1713
8200,1506
8202,4275
8204,3477
8208,1680
8209,807
8214,663
8216,2523
8218,4923
8220,1431
8224,1743
8225,864
8226,756
8227,2088
8228,762
8233,1449
8237,2892
8239,7713
8241,2793
8242,4683
8243,3702
8260,708
8263,1116
8266,543
8269,786
8270,432
8273,1599
8277,1791
8284,4713
8287,7668
8288,2148
8289,6858
8290,411
8291,6360
8292,1371
8293,333
8294,312
8295,11580
8301,1959
8302,477
8303,267
8309,2046
8310,2103
8312,2589
8313,2532
8314,2190
8315,1779
8317,1725
8318,1797
8320,2118
8321,1944
8322,1614
8323,2121
8324,1725
8325,2085
8326,1776
8328,993
8329,393
8330,393
8331,387
8332,393
8334,393
8335,393
8336,393
8337,393
8338,390
8339,381
8340,381
8341,381
8342,381
8343,381
8344,381
8345,381
8346,381
8347,381
8348,381
8349,381
8350,411
8351,411
8352,411
8353,411
8354,411
8355,411
8356,411
8357,411
8358,411
8359,312
8360,312
8361,312
8362,312
8363,312
8364,312
8365,312
8366,312
8367,312
8368,312
8369,297
8370,312
8372,1254
8379,2157
8382,639
8383,930
8387,945
8388,972
8390,942
8392,966
8394,1689
8395,1650
8396,1251
8398,2421
8399,498
8402,945
8403,723
8404,1995
8405,1125
8406,1395
8407,663
8408,3153
8409,510
8411,4236
8412,2478
8416,1038
8417,786
8418,1506
8419,1248
8424,1164
8425,4872
8427,2016
8428,1332
8431,774
8433,1026
8434,2916
8435,1569
8436,1278
8437,2421
8438,2244
8439,2847
8440,1143
8443,2043
8444,1767
8445,1806
8446,1134
8447,923
8448,1203
8449,3126
8450,2742
8451,2280
8452,2307
8453,2295
8454,2331
8455,4290
8456,1947
8458,3489
8459,1134
8460,1113
8462,1539
8463,1356
8464,987
8467,3159
8468,984
8470,3603
8471,3774
8473,3141
8476,5346
8477,1014
8479,1671
8480,1314
8481,3039
8482,2001
8483,3555
8484,1107
8490,606
8491,2685
8492,2628
8493,1818
8495,2631
8496,3036
8497,3561
8498,1704
8499,3774
8500,3609
8501,1680
8502,3579
8503,1524
8504,1122
8505,1476
8506,4155
8507,1770
8508,855
8509,2652
8510,1173
8513,1227
8514,1248
8515,3504
8516,3192
8517,1464
8518,3999
8519,378
8520,1260
8521,1311
8522,1431
8525,3354
8526,1704
8527,3645
8528,1110
8529,1563
8530,504
8532,1959
8533,1272
8534,1236
8535,1683
8536,1113
8537,1845
8538,840
8539,1575
8540,1977
8541,3585
8542,1245
8543,498
8544,873
8545,504
8546,3285
8547,900
8548,1203
8549,2724
8550,1422
8552,156
8553,1239
8554,1962
8555,1497
8556,1872
8557,504
8558,1083
8559,1029
8560,972
8562,597
8563,2052
8564,1461
8565,1587
8566,939
8567,4944
8568,1386
8569,1398
8570,2136
8572,993
8573,2781
8574,1080
8575,942
8576,1053
8577,1143
8578,2493
8581,387
8590,984
8600,954
8601,1167
8602,2574
8603,3798
8604,2037
8605,1656
8607,1371
8608,954
8609,909
8611,858
8612,930
8613,936
8614,909
8615,2916
8618,4062
8620,342
8621,4539
8622,2658
8623,1866
8624,867
8625,783
8626,2043
8630,954
8631,1080
8632,13458
8633,2796
8635,771
8636,360
8637,303
8638,1545
8639,2292
8641,2772
8642,9897
8643,3612
8644,972
8645,1500
8646,2868
8647,3966
8648,4326
8649,375
8650,1956
8651,636
8653,1983
8654,2628
8655,270
8658,3984
8659,1692
8660,4017
8661,4149
8662,2445
8663,2742
8664,1647
8665,1119
8666,963
8667,1101
8668,978
8669,777
8671,3285
8672,4776
8673,303
8674,426
8675,978
8676,864
8677,750
8678,1353
8681,3039
8682,456
8683,666
8685,1563
8687,1371
8688,1350
8689,1404
8690,1575
8692,1422
8693,1737
8694,1467
8697,1794
8698,1155
8701,13572
8702,1035
8703,1182
8704,1206
8705,1137
8706,996
8707,1269
8708,981
8710,1143
8711,2001
8712,441
8714,4584
8715,1917
8717,939
8718,1281
8720,3159
8721,447
8722,1455
8723,1353
8724,489
8726,1401
8727,2205
8728,2868
8729,5580
8731,1515
8732,1794
8733,1866
8735,5817
8736,5058
8737,2016
8738,600
8739,276
8740,723
8741,753
8742,993
8743,846
8744,765
8745,2499
8747,2169
8748,2331
8749,2220
8751,2592
8754,2460
8756,2331
8760,1338
8761,1983
8763,594
8764,852
8766,651
8767,1623
8771,903
8772,627
8773,636
8774,939
8775,888
8776,2022
8777,6255
8778,1656
8780,1560
8784,768
8785,1869
8786,1404
8787,2025
8788,1152
8789,1020
8792,1851
8793,1161
8794,780
8795,1323
8796,2067
8797,1407
8798,1635
8799,780
8800,744
8801,1323
8802,1041
8803,1392
8804,663
8805,3153
8807,1800
8808,1728
8809,1626
8811,1164
8812,1743
8813,886
8814,1077
8815,270
8816,2829
8817,624
8818,393
8819,663
8820,558
8821,2817
8822,651
8823,350
8824,1872
8825,702
8826,4974
8828,2796
8829,2772
8831,4032
8832,1038
8833,2082
8834,579
8835,597
8836,957
8837,1443
8838,1119
8839,753
8840,1104
8841,1287
8842,2598
8844,2772
8846,1170
8848,3222
8850,2499
8851,924
8852,2565
8853,3021
8854,1557
8856,1422
8857,16218
8858,1269
8859,1107
8861,1236
8862,369
8863,3633
8864,3768
8867,4839
8869,1257
8870,471
8871,4491
8872,1011
8874,2412
8875,1563
8876,1542
8877,1413
8878,1323
8879,1707
8880,1998
8881,1863
8882,1380
8883,1614
8884,1908
8886,2013
8887,2442
8888,5943
8890,1635
8891,1359
8892,1056
8893,2166
8894,1002
8895,1614
8896,435
8897,3597
8898,1932
8899,3024
8900,1398
8904,1629
8905,609
8906,2358
8907,1308
8908,1506
8909,1233
8910,1416
8911,6690
8912,7062
8913,7134
8914,3627
8915,702
8916,3153
8924,14505
8925,14586
8926,216
8927,11781
8928,1098
8929,945
8930,1743
8932,1236
8933,342
8934,612
8935,1080
8936,1680
8938,3564
8939,1719
8940,2589
8941,1104
8942,1398
8943,3648
8945,1818
8968,411
8969,393
8970,381
8971,642
8973,1485
8974,1608
8975,2592
8976,1518
8985,2217
8986,2319
8987,1077
8988,453
8989,3360
8991,1419
8992,246
8993,591
8994,2031
8995,600
8996,813
8997,8961
8999,1713
9001,2016
9002,1158
9013,2610
9014,1767
9015,1353
9016,1062
9019,810
9021,678
9022,711
9023,819
9024,2301
9025,1458
9026,3207
9027,684
9028,1317
9031,4452
9032,594
9033,2418
9034,1071
9037,3225
9038,1014
9039,1392
9040,552
9043,3966
9044,5550
9045,648
9046,1239
9047,1200
9048,714
9049,993
9050,1005
9051,1254
9052,1074
9053,2316
9054,1374
9055,1863
9056,1536
9057,1548
9058,1926
9060,1860
9061,1875
9063,1866
9064,3867
9066,2061
9068,1476
9069,735
9070,1887
9071,687
9073,678
9074,663
9075,693
9076,636
9077,690
9079,1122
9080,654
9081,444
9083,321
9084,378
9085,1665
9086,435
9087,135
9088,1707
9091,2283
9092,2403
9093,1443
9094,723
9095,1347
9096,1824
9097,1485
9098,4221
9099,1818
9100,2409
9101,3357
9104,900
9107,1866
9108,1983
9110,3588
9111,924
9112,2148
9113,3393
9114,1179
9117,912
9118,1500
9119,1656
9120,1572
9121,1518
9122,1464
9123,1398
9124,990
9125,996
9126,3654
9127,1326
9128,1569
9129,2052
9130,1020
9131,1842
9132,2088
9133,1197
9134,1215
9135,2589
9136,1428
9138,2907
9139,1845
9140,564
9141,390
9143,719
9144,828
9145,702
9146,2334
9147,3231
9148,1725
9149,1890
9150,2886
9152,2394
9153,1977
9154,1950
9156,2541
9158,1095
9159,2358
9162,3207
9166,777
9167,345
9168,135
9169,4392
9170,1056
9172,4398
9173,1671
9175,2901
9177,1326
9179,1383
9180,2940
9181,2964
9182,1308
9183,2340
9184,987
9185,1983
9187,3300
9188,2352
9189,2085
9191,1047
9194,1437
9196,1215
9197,1650
9200,867
9201,2223
9202,4647
9203,4119
9204,3978
9205,2010
9208,2427
9209,2166
9210,1179
9211,1674
9212,1038
9213,2091
9214,1173
9215,2271
9217,732
9218,885
9219,2007
9220,348
9221,2130
9223,4389
9227,693
9228,2936
9229,2934
9230,657
9231,5760
9232,609
9235,705
9238,1896
9240,1062
9241,699
9242,621
9244,1269
9245,1317
9246,462
9247,1521
9248,1854
9249,909
9252,2409
9253,1830
9254,3462
9255,1011
9256,5724
9258,3159
9260,1374
9261,1203
9262,1119
9263,1245
9265,1200
9266,1203
9267,1197
9270,603
9271,2586
9274,880
9275,609
9276,2721
9277,1833
9278,1905
9282,4365
9283,1446
9287,1056
9289,2082
9290,960
9293,1086
9295,1455
9296,444
9306,1608
9308,618
9310,2217
9312,2736
9313,1452
9314,1440
9317,1050
9318,1353
9319,1299
9320,6123
9321,5940
9322,1806
9324,300
9325,1746
9326,468
9328,1581
9329,2469
9330,2661
9331,1149
9332,3471
9333,2163
9334,1167
9337,879
9338,480
9340,1662
9341,303
9342,777
9343,2919
9344,3708
9348,2622
9349,423
9350,804
9351,1014
9352,870
9353,4629
9354,3222
9355,1237
9356,1692
9358,1485
9360,2265
9361,2880
9362,1839
9363,714
9364,666
9365,3039
9367,606
9368,1077
9369,4179
9370,735
9371,2244
9372,4278
9373,2388
9374,927
9375,1992
9376,1629
9377,462
9378,4644
9379,5139
9380,1188
9381,5994
9382,2943
9388,1503
9389,1785
9390,1656
9391,1020
9392,2583
9394,1236
9397,1590
9398,3066
9399,1197
9400,2976
9402,993
9404,1176
9406,993
9407,1257
9409,1041
9410,1230
9411,3786
9412,480
9413,1353
9414,3666
9415,1335
9416,2463
9419,306
9420,1521
9421,648
9422,1884
9423,1815
9424,942
9425,1797
9426,1668
9427,2328
9429,1968
9435,1593
9436,831
9437,915
9439,4125
9440,1956
9441,1803
9442,936
9443,702
9444,1026
9445,801
9446,726
9447,1032
9448,3963
9450,489
9451,3351
9452,792
9453,903
9454,1086
9455,1065
9456,1065
9457,855
9459,2331
9462,3843
9463,1248
9464,654
9465,1053
9466,1911
9467,1368
9468,1110
9469,1440
9470,738
9472,6960
9474,828
9475,4167
9476,1263
9477,639
9478,1113
9479,2136
9480,1515
9481,972
9482,711
9486,1215
9487,759
9488,1665
9489,1671
9491,816
9493,2883
9495,1284
9496,1641
9497,3780
9498,3282
9499,1497
9500,2505
9501,948
9502,336
9503,441
9506,309
9507,2514
9508,3618
9509,3636
9510,2904
9512,1473
9513,2022
9514,1272
9515,3561
9516,687
9517,1689
9518,927
9519,561
9520,2760
9521,525
9524,972
9525,1335
9526,744
9527,767
9528,972
9529,1467
9530,1374
9531,1728
9532,636
9533,1041
9534,1980
9535,429
9536,459
9537,711
9538,1020
9540,999
9541,1353
9542,2577
9543,2445
9545,660
9546,1728
9547,336
9550,357
9551,297
9552,684
9553,210
9555,1119
9556,300
9557,2694
9559,984
9560,312
9562,1464
9563,2376
9564,2751
9567,2010
9568,2826
9569,2931
9570,699
9572,1845
9573,1095
9575,2541
9576,1758
9577,1248
9578,5136
9580,1869
9581,2184
9582,1473
9583,1851
9584,1593
9585,5553
9586,1527
9587,921
9588,675
9589,1191
9590,5349
9592,672
9595,1080
9600,3735
9601,1938
9603,2085
9604,1425
9607,351
9609,1002
9610,2352
9611,7323
9612,7566
9615,1416
9616,342
9617,1407
9618,1413
9619,2475
9620,9045
9622,765
9623,387
9625,4125
9626,630
9627,3051
9628,1620
9630,1068
9631,4176
9632,3285
9633,1527
9635,2832
9636,498
9637,1143
9638,1179
9639,4110
9640,3804
9641,2151
9643,867
9644,3402
9645,3375
9646,3522
9647,1365
9648,5055
9649,1674
9650,1002
9651,4251
9652,4695
9653,1071
9654,3600
9655,1611
9656,6270
9657,1797
9658,3492
9659,7449
9662,3423
9663,2691
9665,5229
9666,3627
9667,2862
9668,1959
9669,3663
9670,2892
9671,1758
9672,1329
9673,945
9674,300
9675,3270
9677,4302
9678,2667
9679,1269
9681,4785
9682,3195
9683,2691
9684,1482
9685,1932
9686,891
9687,5850
9688,2643
9689,1356
9690,3252
9692,1752
9693,4500
9695,1974
9696,6054
9697,1113
9698,3675
9699,4104
9700,6363
9701,2901
9702,1503
9703,6708
9704,3432
9705,3144
9706,3111
9708,2799
9709,1176
9710,3213
9711,2919
9712,2538
9715,1083
9716,4458
9717,2091
9718,2652
9719,3183
9720,4284
9721,1377
9722,1521
9723,2328
9724,2301
9725,2424
9726,5499
9727,2406
9728,3306
9729,2085
9730,3237
9731,2778
9732,5999
9733,2892
9734,3210
9735,6630
9736,10641
9737,4188
9739,5124
9741,702
9742,4389
9743,6264
9744,2223
9745,3903
9746,2907
9747,2766
9748,3708
9749,1938
9750,3207
9751,1617
9752,2853
9753,1815
9754,3312
9755,1848
9758,3969
9759,3255
9760,1581
9761,879
9764,1236
9765,4620
9766,912
9767,2472
9768,348
9770,981
9771,2193
9772,4101
9774,2763
9775,1236
9776,1653
9777,1929
9778,4188
9779,2454
9781,879
9782,2688
9783,927
9784,1413
9785,3684
9786,4935
9787,2541
9788,2280
9789,774
9790,3849
9791,1422
9792,945
9793,6120
9794,3051
9796,993
9797,2286
9801,879
9802,624
9804,438
9805,1305
9806,1275
9807,1326
9808,417
9810,3006
9811,1803
9812,1548
9814,3729
9815,2280
9816,4575
9817,1875
9818,1800
9819,2343
9820,5349
9821,4785
9823,1899
9824,3072
9825,1563
9826,4689
9827,1296
9828,6192
9829,2913
9830,1329
9831,1611
9832,2433
9833,1956
9834,411
9836,2061
9837,591
9839,3645
9841,2094
9842,3171
9843,3639
9844,2184
9846,2031
9848,1230
9851,2904
9852,1824
9853,4551
9854,2124
9855,3165
9856,3219
9857,9354
9859,4755
9860,3198
9861,1329
9862,3045
9863,4368
9866,3738
9867,2127
9868,1827
9869,3876
9871,3102
9873,2295
9874,2364
9875,6816
9877,2433
9878,1866
9879,3099
9880,2139
9881,8778
9882,3897
9883,3750
9884,5103
9885,1443
9886,2091
9887,3537
9889,3516
9891,1986
9892,2724
9894,2514
9895,4236
9896,2724
9897,3480
9898,3264
9899,2052
9900,2229
9901,3300
9902,4440
9903,1794
9904,2883
9905,3156
9906,801
9908,1449
9909,4491
9910,2448
9911,2130
9912,2457
9913,1245
9914,2928
9915,2154
9917,1230
9918,4206
9919,7074
9920,1872
9921,2451
9922,3480
9923,3720
9924,3609
9925,2034
9926,1113
9927,2274
9928,4947
9929,609
9931,5832
9933,1947
9934,1017
9935,972
9936,699
9937,3123
9938,1941
9939,525
9940,5337
9941,1107
9942,1611
9943,1584
9945,2049
9946,1050
9947,3429
9948,1821
9949,1002
9950,2196
9951,1371
9953,1173
9955,1221
9956,1104
9957,924
9958,2946
9960,1563
9961,2682
9962,1953
9963,1809
9965,651
9966,756
9967,2868
9968,6543
9969,6525
9970,1074
9971,1461
9972,4521
9973,825
9975,1740
9976,450
9978,327
9980,6897
9982,705
9984,1974
9985,1641
9986,990
9988,2283
9989,2853
9990,3453
9992,372
9993,1653
9997,801
10000,1440
10001,762
10003,2223
10004,2376
10005,960
10006,1530
10007,872
10008,312
10009,2019
10010,1278
10011,711
10013,3690
10014,3372
10015,2622
10016,576
10017,726
10018,597
10019,1728
10020,2262
10021,3612
10022,408
10023,840
10024,2607
10025,2634
10026,1188
10036,2871
10038,1752
10039,1623
10040,1431
10042,1806
10043,1482
10044,2583
10045,1731
10046,2997
10047,429
10048,2190
10049,981
10050,1494
10051,3867
10052,1191
10053,1278
10054,1923
10055,1041
10056,1770
10057,4314
10058,2529
10059,2250
10060,4650
10061,1905
10062,1401
10063,297
10066,990
10067,1044
10068,600
10069,960
10071,16437
10072,2274
10073,1209
10075,13125
10076,4341
10077,963
10078,990
10079,3144
10081,1458
10082,1668
10083,2700
10084,798
10085,1443
10086,1632
10087,2259
10089,924
10090,1221
10092,465
10093,564
10094,537
10095,1119
10096,1257
10097,1200
10098,807
10099,762
10100,666
10101,816
10102,1041
10103,726
10105,624
10106,816
10107,1446
10109,903
10110,1284
10111,3939
10112,2673
10113,1254
10114,3648
10116,1884
10117,3429
10120,1131
10121,1131
10123,606
10124,603
10125,2547
10126,318
10127,2052
10128,4185
10129,9042
10130,1479
10131,2115
10133,1734
10134,942
10135,1476
10136,813
10137,2799
10138,615
10139,606
10140,1038
10141,282
10142,11736
10143,621
10144,3072
10146,1401
10147,3291
10148,690
10149,3054
10150,1122
10152,1542
10153,3165
10154,4707
10155,2508
10156,2412
10157,2781
10158,345
10159,1053
10160,3231
10161,1035
10162,1464
10163,1497
10164,1161
10165,2031
10166,906
10168,3090
10169,528
10170,1140
10171,1122
10172,1884
10174,2016
10175,483
10179,804
10180,3372
10181,2448
10184,687
10186,603
10188,3261
10190,681
10193,954
10194,3234
10195,1317
10196,1596
10197,804
10198,3096
10199,2046
10200,483
10201,585
10202,903
10203,1386
10204,384
10205,648
10206,1233
10207,5406
10208,3279
10209,366
10210,3138
10211,271
10212,1284
10213,933
10214,567
10215,972
10216,4215
10217,831
10218,1041
10219,588
10220,1224
10221,1119
10223,960
10224,2016
10225,1758
10226,1305
10227,1443
10228,768
10229,654
10231,732
10232,1893
10233,1032
10234,1326
10235,1833
10236,1911
10237,1080
10238,1029
10239,618
10240,1188
10241,1413
10242,708
10243,2349
10244,1119
10245,669
10246,1437
10247,445
10248,423
10249,891
10250,2751
10251,867
10252,960
10253,948
10254,1578
10256,2163
10257,3978
10260,5721
10261,726
10262,1275
10263,381
10265,1452
10266,543
10267,447
10268,456
10269,1428
10270,2079
10272,792
10273,912
10274,3777
10276,1791
10277,3909
10278,1686
10279,1545
10280,672
10281,384
10282,400
10283,1419
10284,519
10285,717
10286,678
10287,654
10288,1797
10289,342
10290,9804
10291,2382
10293,1410
10294,1239
10295,1239
10296,1305
10297,6912
10298,1776
10300,1968
10301,237
10302,297
10307,1482
10308,2232
10309,1053
10311,894
10312,2493
10313,3099
10314,1200
10316,1281
10317,933
10318,1911
10319,4764
10320,1560
10321,831
10322,1257
10325,1125
10326,1197
10327,978
10329,1332
10330,549
10331,1119
